RSN,Vs30,EQID,Magnitude,Rjb,Lowest Usable Freq - Ave. Component (Hz),Tp,Duration_5_75,Duration_5_95,EQname,StationName
226,617.78,55.0,5.19,5.85,1.25,-999.0,0.8809070059020929,1.870725267340035,Anza (Horse Canyon)-01,Anza - Terwilliger Valley
227,360.45,55.0,5.19,13.8,0.375,-999.0,2.39698260329145,3.89555433599149,Anza (Horse Canyon)-01,Anza Fire Station
228,336.07,55.0,5.19,39.21,0.288,-999.0,1.4439512410191049,3.486496002518205,Anza (Horse Canyon)-01,Borrego Air Ranch
229,329.0,55.0,5.19,18.39,0.5,-999.0,3.11770096920773,5.33358926297484,Anza (Horse Canyon)-01,Rancho De Anza
230,382.12,56.0,6.06,1.1,0.25,-999.0,6.8929686345658645,9.373210644276249,Mammoth Lakes-01,Convict Creek
231,537.16,56.0,6.06,12.56,0.138,-999.0,7.183464435225865,10.87929472607585,Mammoth Lakes-01,Long Valley Dam (Upr L Abut)
232,346.82,56.0,6.06,4.48,0.25,-999.0,5.28700423864802,7.979803437043395,Mammoth Lakes-01,Mammoth Lakes H. S.
233,382.12,57.0,5.69,2.91,0.5,-999.0,2.58000945677249,7.584852163436285,Mammoth Lakes-02,Convict Creek
234,537.16,57.0,5.69,14.28,0.375,-999.0,3.886870157143965,9.49946013116239,Mammoth Lakes-02,Long Valley Dam (Upr L Abut)
235,346.82,57.0,5.69,1.45,0.163,-999.0,1.2165990121534,3.607212282747655,Mammoth Lakes-02,Mammoth Lakes H. S.
236,382.12,58.0,5.91,2.67,0.088,-999.0,2.42386181834213,5.7013570662499955,Mammoth Lakes-03,Convict Creek
237,537.16,58.0,5.91,10.31,0.25,-999.0,3.20313057508604,9.854479706173246,Mammoth Lakes-03,Long Valley Dam (Downst)
238,537.16,58.0,5.91,10.31,0.3,-999.0,4.25323958828746,10.791248314894546,Mammoth Lakes-03,Long Valley Dam (L Abut)
239,537.16,58.0,5.91,10.31,0.25,-999.0,3.9541829028822,8.05987760520989,Mammoth Lakes-03,Long Valley Dam (Upr L Abut)
240,382.12,59.0,5.7,1.37,0.25,-999.0,2.2733707038732502,3.341111510855265,Mammoth Lakes-04,Convict Creek
241,537.16,59.0,5.7,12.75,0.625,-999.0,2.41298692565312,7.882372776463695,Mammoth Lakes-04,Long Valley Dam (Downst)
242,537.16,59.0,5.7,12.75,0.288,-999.0,2.408710131214015,7.322462047736645,Mammoth Lakes-04,Long Valley Dam (L Abut)
243,537.16,59.0,5.7,12.75,0.625,-999.0,3.399082746577125,6.2761401847266605,Mammoth Lakes-04,Long Valley Dam (Upr L Abut)
244,382.12,60.0,5.7,6.06,0.25,-999.0,1.6565284323752651,6.5434906323534445,Mammoth Lakes-05,Convict Creek
245,537.16,60.0,5.7,14.91,0.288,-999.0,2.9069983060446702,7.189159593675395,Mammoth Lakes-05,Long Valley Dam (Upr L Abut)
246,370.94,61.0,5.94,41.75,0.288,-999.0,3.57898201702565,10.891928202895874,Mammoth Lakes-06,Benton
247,585.12,61.0,5.94,18.85,0.25,-999.0,4.56066155018399,7.720396209048555,Mammoth Lakes-06,Bishop - Paradise Lodge
248,382.12,61.0,5.94,6.44,0.15,-999.0,2.611903848562845,5.87355363884776,Mammoth Lakes-06,Convict Creek
249,373.18,61.0,5.94,6.45,0.25,-999.0,2.362863594202965,4.553881194570785,Mammoth Lakes-06,Fish & Game (FIS)
250,537.16,61.0,5.94,9.65,0.375,-999.0,2.74512199894225,6.8388949528840595,Mammoth Lakes-06,Long Valley Dam (Upr L Abut)
251,373.18,62.0,4.73,3.33,0.288,-999.0,1.566089733241975,5.789299378434389,Mammoth Lakes-07,Fish & Game (FIS)
252,353.2,62.0,4.73,2.84,0.25,-999.0,0.9950913202577536,7.09136951849459,Mammoth Lakes-07,Green Church
253,377.41,62.0,4.73,3.86,0.5,-999.0,2.7154551420142248,9.13556418486465,Mammoth Lakes-07,Long Valley Fire Sta
254,350.54,62.0,4.73,7.17,0.788,-999.0,3.207115706947655,7.72934390745604,Mammoth Lakes-07,Mammoth Elem School
255,323.54,62.0,4.73,8.41,0.5,-999.0,6.93688000849135,10.054936405077097,Mammoth Lakes-07,USC Cash Baugh Ranch
256,364.84,62.0,4.73,0.8,0.288,-999.0,-999.0,-999.0,Mammoth Lakes-07,USC McGee Creek Inn
257,337.6,63.0,4.8,8.66,0.188,-999.0,2.790532258464265,9.789216728068125,Mammoth Lakes-08,Cashbaugh (CBR)
258,472.2,63.0,4.8,5.38,0.875,-999.0,1.49768208438464,4.37841863705913,Mammoth Lakes-08,Convict Lakes (CON)
259,373.18,63.0,4.8,3.79,0.625,-999.0,0.8420447788540799,3.4042717344347597,Mammoth Lakes-08,Fish & Game (FIS)
260,295.93,63.0,4.8,6.72,-999.0,-999.0,-999.0,-999.0,Mammoth Lakes-08,Hot Creek (HCF)
261,377.41,63.0,4.8,3.65,0.25,-999.0,3.3953421682086695,9.797679048612846,Mammoth Lakes-08,Long Valley Fire Sta
262,350.54,63.0,4.8,7.52,0.375,-999.0,2.07800154817873,5.784980671245284,Mammoth Lakes-08,Mammoth Elem School
263,454.12,63.0,4.8,5.17,0.875,-999.0,0.815495564181849,2.89282382826421,Mammoth Lakes-08,USC Convict Lakes
264,364.84,63.0,4.8,0.41,0.75,-999.0,0.842272622138392,3.03568134583468,Mammoth Lakes-08,USC McGee Creek Inn
265,471.53,64.0,6.33,13.8,0.375,-999.0,4.262146052137741,7.888061324439684,"Victoria, Mexico",Cerro Prieto
266,242.05,64.0,6.33,18.53,0.063,-999.0,9.22139975824061,17.70855752568745,"Victoria, Mexico",Chihuahua
267,242.05,64.0,6.33,25.25,0.063,-999.0,-999.0,-999.0,"Victoria, Mexico",Cucapah
268,259.59,64.0,6.33,39.1,0.275,-999.0,6.7841961480936295,10.9649510283142,"Victoria, Mexico",SAHOP Casa Flores
269,242.05,64.0,6.33,6.07,0.275,-999.0,12.0145986030583,17.430139525828302,"Victoria, Mexico",Victoria Hospital Sotano
270,472.2,65.0,4.85,4.83,1.0,-999.0,0.9550371127026874,2.9438049628919503,Mammoth Lakes-09,Convict Lakes (CON)
271,373.18,65.0,4.85,8.18,1.625,-999.0,1.431880226059235,3.68749340041916,Mammoth Lakes-09,Fish & Game (FIS)
272,353.2,65.0,4.85,9.24,0.75,-999.0,2.197986951698115,5.63681577917562,Mammoth Lakes-09,Green Church
273,295.93,65.0,4.85,10.23,0.288,-999.0,1.3425107280254576,4.1328429192362,Mammoth Lakes-09,Hot Creek (HCF)
274,377.41,65.0,4.85,10.96,1.0,-999.0,6.053281064839579,15.8066575144587,Mammoth Lakes-09,Long Valley Fire Sta
275,350.54,65.0,4.85,9.63,2.5,-999.0,-999.0,-999.0,Mammoth Lakes-09,Mammoth Elem School
276,425.81,65.0,4.85,7.77,0.5,-999.0,1.69579199675058,5.131357654208105,Mammoth Lakes-09,McGee Creek (MGE)
277,454.12,65.0,4.85,5.44,1.625,-999.0,1.4964038061352,6.01631601686857,Mammoth Lakes-09,USC Convict Lakes
278,653.56,65.0,4.85,6.68,1.25,-999.0,1.1525860838311617,4.119413047921365,Mammoth Lakes-09,USC McGee Creek
279,412.68,66.0,5.2,13.25,0.288,-999.0,3.9767141400578647,8.713543498438975,"Almiros, Greece",Almiros
280,311.75,67.0,7.2,76.06,0.1,-999.0,7.3409078062315345,11.7743211882759,Trinidad,Rio Dell Overpass - FF
281,311.75,67.0,7.2,76.06,0.125,-999.0,8.17699887495765,12.21485566794185,Trinidad,"Rio Dell Overpass, E Ground"
282,311.75,67.0,7.2,76.06,0.138,-999.0,6.70378011304968,10.417281496835251,Trinidad,"Rio Dell Overpass, W Ground"
283,612.78,68.0,6.9,52.93,0.5,-999.0,11.00808729451205,15.97758009414755,"Irpinia, Italy-01",Arienzo
284,476.62,68.0,6.9,9.52,0.5,-999.0,12.8713536579307,19.017074071110052,"Irpinia, Italy-01",Auletta
285,649.67,68.0,6.9,8.14,0.113,1.71332,5.040507928079485,17.871679153639903,"Irpinia, Italy-01",Bagnoli Irpinio
286,496.46,68.0,6.9,17.51,0.15,-999.0,14.6349889448577,25.6723200777557,"Irpinia, Italy-01",Bisaccia
287,356.39,68.0,6.9,44.62,0.625,-999.0,13.9785184777327,26.8336000503952,"Irpinia, Italy-01",Bovino
288,561.04,68.0,6.9,22.54,0.288,-999.0,4.86586186520104,11.7638501818697,"Irpinia, Italy-01",Brienza
289,455.93,68.0,6.9,13.34,0.25,-999.0,14.3835056782616,23.9511165254647,"Irpinia, Italy-01",Calitri
290,428.57,68.0,6.9,29.79,0.625,-999.0,12.8101626163307,25.900308090017298,"Irpinia, Italy-01",Mercato San Severino
291,574.88,68.0,6.9,27.49,0.375,-999.0,18.2603175118257,24.723302218615,"Irpinia, Italy-01",Rionero In Vulture
292,382.0,68.0,6.9,6.78,0.125,3.27264,6.552628055881884,15.11167414181415,"Irpinia, Italy-01",Sturno (STN)
293,593.35,68.0,6.9,59.63,0.375,-999.0,15.62697121629315,31.300212998661895,"Irpinia, Italy-01",Torre Del Greco
294,496.46,68.0,6.9,51.74,0.15,-999.0,15.1613020612296,21.8803220984107,"Irpinia, Italy-01",Tricarico
295,476.62,69.0,6.2,28.69,0.15,-999.0,8.452132074918055,18.3150030960849,"Irpinia, Italy-02",Auletta
296,649.67,69.0,6.2,17.79,0.413,-999.0,6.249944257847435,18.083967200862,"Irpinia, Italy-02",Bagnoli Irpinio
297,496.46,69.0,6.2,14.73,0.163,-999.0,6.949350322356775,21.511573542680303,"Irpinia, Italy-02",Bisaccia
298,356.39,69.0,6.2,43.5,0.5,-999.0,9.635309681857017,15.4403772921003,"Irpinia, Italy-02",Bovino
299,561.04,69.0,6.2,41.73,0.35,-999.0,10.174260510485144,20.8052542501135,"Irpinia, Italy-02",Brienza
300,455.93,69.0,6.2,8.81,0.375,-999.0,7.15064889768352,19.054253702894847,"Irpinia, Italy-02",Calitri
301,428.57,69.0,6.2,43.51,0.875,-999.0,9.06592711309477,18.39822003250445,"Irpinia, Italy-02",Mercato San Severino
302,574.88,69.0,6.2,22.68,0.25,-999.0,10.241164789807414,21.9415867994231,"Irpinia, Italy-02",Rionero In Vulture
303,382.0,69.0,6.2,20.38,0.375,-999.0,4.903004377431845,13.781136377461149,"Irpinia, Italy-02",Sturno (STN)
304,496.46,69.0,6.2,64.36,0.288,-999.0,10.31212381827187,20.500474885250497,"Irpinia, Italy-02",Tricarico
305,412.23,70.0,4.7,4.0,0.375,-999.0,2.94929795852126,8.146209257674094,"Irpinia, Italy-03",Conza - Vetta
306,309.41,71.0,5.9,25.5,0.163,-999.0,3.8968171097141258,13.7141442453139,Taiwan SMART1(5),SMART1 C00
307,309.41,71.0,5.9,25.31,0.175,-999.0,5.110225792862655,15.5985267378614,Taiwan SMART1(5),SMART1 I06
308,275.82,71.0,5.9,25.7,0.188,-999.0,3.031345355920715,12.90436563206805,Taiwan SMART1(5),SMART1 I12
309,268.37,71.0,5.9,26.31,0.25,-999.0,3.871495305344955,11.404174142277554,Taiwan SMART1(5),SMART1 M01
310,327.61,71.0,5.9,24.68,0.163,-999.0,4.35659117899932,14.51397316398395,Taiwan SMART1(5),SMART1 M07
311,267.67,71.0,5.9,27.3,0.163,-999.0,2.61195173942387,11.315489277057814,Taiwan SMART1(5),SMART1 O01
312,314.33,71.0,5.9,23.77,0.25,-999.0,4.135339299621085,15.5094603736191,Taiwan SMART1(5),SMART1 O07
313,361.4,72.0,6.6,10.27,0.25,-999.0,5.2494630506396955,14.6856462338,"Corinth, Greece",Corinth
314,208.71,73.0,5.9,15.28,0.625,-999.0,3.4491352624160703,8.588591711730896,Westmorland,Brawley Airport
315,212.0,73.0,5.9,15.16,0.125,-999.0,4.82797559823723,12.1926072632695,Westmorland,Niland Fire Station
316,348.69,73.0,5.9,16.54,0.113,4.389,5.93041394304802,16.94065721785545,Westmorland,Parachute Test Site
317,191.14,73.0,5.9,7.57,0.125,-999.0,4.979178432267879,8.698495448273285,Westmorland,Salton Sea Wildlife Refuge
318,362.38,73.0,5.9,19.26,0.1,-999.0,3.879314417807865,9.76163870772465,Westmorland,Superstition Mtn Camera
319,193.67,73.0,5.9,6.18,0.125,-999.0,3.55830605662712,6.49185103532613,Westmorland,Westmorland Fire Sta
320,382.12,74.0,5.34,6.5,0.163,-999.0,2.23276342853884,7.658225843536265,Mammoth Lakes-10,Convict Creek
321,382.12,75.0,5.31,7.14,0.25,-999.0,2.932794078253055,8.780288267485835,Mammoth Lakes-11,Convict Creek
322,274.73,76.0,6.36,23.78,0.1,-999.0,4.664180136853846,12.12535779110735,Coalinga-01,Cantua Creek School
323,359.03,76.0,6.36,55.05,0.163,-999.0,11.77175567789635,32.9834588254319,Coalinga-01,Parkfield - Cholame 12W
324,326.64,76.0,6.36,42.76,0.188,-999.0,9.8392775221253,25.08278365652695,Coalinga-01,Parkfield - Cholame 1E
325,522.74,76.0,6.36,41.99,0.163,-999.0,9.09486066964015,23.093115248629353,Coalinga-01,Parkfield - Cholame 2E
326,173.02,76.0,6.36,43.83,0.188,-999.0,7.81753468967011,17.2041847976855,Coalinga-01,Parkfield - Cholame 2WA
327,397.36,76.0,6.36,40.01,0.25,-999.0,7.567279815979415,19.929176674298148,Coalinga-01,Parkfield - Cholame 3E
328,230.57,76.0,6.36,44.82,0.188,-999.0,7.145310166446425,21.441242626385048,Coalinga-01,Parkfield - Cholame 3W
329,283.38,76.0,6.36,46.73,0.188,-999.0,7.61104639296034,20.65375790040265,Coalinga-01,Parkfield - Cholame 4AW
330,410.4,76.0,6.36,45.49,0.175,-999.0,5.0845723172032145,13.17212691332605,Coalinga-01,Parkfield - Cholame 4W
331,236.59,76.0,6.36,47.88,0.275,-999.0,5.485355936160345,16.55116300166255,Coalinga-01,Parkfield - Cholame 5W
332,251.57,76.0,6.36,49.4,0.188,-999.0,5.85956709731777,17.481247128049702,Coalinga-01,Parkfield - Cholame 6W
333,256.82,76.0,6.36,50.98,0.225,-999.0,7.154965111846115,18.9771324417274,Coalinga-01,Parkfield - Cholame 8W
334,178.27,76.0,6.36,41.04,0.15,-999.0,12.9302705120441,25.2100882547506,Coalinga-01,Parkfield - Fault Zone 1
335,372.73,76.0,6.36,30.34,0.288,-999.0,8.02055749971996,19.107718878011397,Coalinga-01,Parkfield - Fault Zone 10
336,541.73,76.0,6.36,27.1,0.25,-999.0,4.11459827390492,12.3729879312504,Coalinga-01,Parkfield - Fault Zone 11
337,265.21,76.0,6.36,27.96,0.25,-999.0,8.790430699674324,18.09225274027835,Coalinga-01,Parkfield - Fault Zone 12
338,246.07,76.0,6.36,28.11,0.163,-999.0,4.659874909675075,11.267959222781696,Coalinga-01,Parkfield - Fault Zone 14
339,307.59,76.0,6.36,28.0,0.25,-999.0,7.931726676835895,17.3999110250232,Coalinga-01,Parkfield - Fault Zone 15
340,384.26,76.0,6.36,26.2,0.288,-999.0,6.02742908295278,11.75006922055465,Coalinga-01,Parkfield - Fault Zone 16
341,294.26,76.0,6.36,37.92,0.188,-999.0,8.038020577185025,30.72635971095515,Coalinga-01,Parkfield - Fault Zone 2
342,211.74,76.0,6.36,36.14,0.125,-999.0,6.746364489888865,20.6489732522728,Coalinga-01,Parkfield - Fault Zone 3
343,220.75,76.0,6.36,33.42,0.163,-999.0,9.642648745294515,23.81252812929225,Coalinga-01,Parkfield - Fault Zone 4
344,266.65,76.0,6.36,31.64,0.163,-999.0,9.325064579795054,25.1092846802919,Coalinga-01,Parkfield - Fault Zone 6
345,297.46,76.0,6.36,29.91,0.188,-999.0,7.838118036697915,19.4312294612287,Coalinga-01,Parkfield - Fault Zone 7
346,308.84,76.0,6.36,28.58,0.175,-999.0,5.16487011755869,11.58445365404095,Coalinga-01,Parkfield - Fault Zone 8
347,372.26,76.0,6.36,30.43,0.15,-999.0,7.98391101569867,18.8099786115553,Coalinga-01,Parkfield - Fault Zone 9
348,214.43,76.0,6.36,35.04,0.163,-999.0,9.737223824143436,20.862242998356848,Coalinga-01,Parkfield - Gold Hill 1W
349,360.92,76.0,6.36,31.85,0.25,-999.0,5.978397881027805,12.270448845812853,Coalinga-01,Parkfield - Gold Hill 2E
350,290.5,76.0,6.36,35.93,0.088,-999.0,8.97258673355209,22.8287672953409,Coalinga-01,Parkfield - Gold Hill 2W
351,450.61,76.0,6.36,28.72,0.25,-999.0,5.20947820519545,14.6067662438042,Coalinga-01,Parkfield - Gold Hill 3E
352,510.92,76.0,6.36,38.1,0.15,-999.0,3.3459720605863748,12.8888719442245,Coalinga-01,Parkfield - Gold Hill 3W
353,421.2,76.0,6.36,40.13,0.163,-999.0,9.249128000326143,24.56502124360155,Coalinga-01,Parkfield - Gold Hill 4W
354,441.37,76.0,6.36,42.72,0.225,-999.0,12.22959980369285,26.80035455203525,Coalinga-01,Parkfield - Gold Hill 5W
355,232.44,76.0,6.36,47.04,0.25,-999.0,8.72599672130227,25.73430601397925,Coalinga-01,Parkfield - Gold Hill 6W
356,566.33,76.0,6.36,35.29,0.288,-999.0,5.67817620268497,18.7705333827219,Coalinga-01,Parkfield - Stone Corral 2E
357,565.08,76.0,6.36,32.81,0.15,-999.0,5.135671478218615,11.585761877133748,Coalinga-01,Parkfield - Stone Corral 3E
358,492.43,76.0,6.36,30.3,0.188,-999.0,5.425190713178795,14.478467586978253,Coalinga-01,Parkfield - Stone Corral 4E
359,381.27,76.0,6.36,24.83,0.288,-999.0,3.7350142306968346,10.8222823952216,Coalinga-01,Parkfield - Vineyard Cany 1E
360,284.21,76.0,6.36,27.72,0.263,-999.0,8.566069589702984,15.4827379228461,Coalinga-01,Parkfield - Vineyard Cany 1W
361,467.76,76.0,6.36,22.66,0.25,-999.0,-999.0,-999.0,Coalinga-01,Parkfield - Vineyard Cany 2E
362,438.74,76.0,6.36,29.01,0.288,-999.0,8.002115847698459,14.025888875696053,Coalinga-01,Parkfield - Vineyard Cany 2W
363,308.87,76.0,6.36,30.91,0.263,-999.0,7.158934367315185,16.1972977435413,Coalinga-01,Parkfield - Vineyard Cany 3W
364,386.19,76.0,6.36,33.28,0.288,-999.0,5.61653742969156,17.2668919856299,Coalinga-01,Parkfield - Vineyard Cany 4W
365,320.39,76.0,6.36,35.85,0.1,-999.0,-999.0,-999.0,Coalinga-01,Parkfield - Vineyard Cany 5W
366,392.24,76.0,6.36,39.94,0.25,-999.0,8.406166391219205,20.8712463893846,Coalinga-01,Parkfield - Vineyard Cany 6W
367,257.38,76.0,6.36,7.69,0.288,-999.0,4.818593651575355,9.969319970553435,Coalinga-01,Pleasant Valley P.P. - bldg
368,257.38,76.0,6.36,7.69,0.175,-999.0,4.24665035788618,8.612589830361145,Coalinga-01,Pleasant Valley P.P. - yard
369,648.09,76.0,6.36,25.98,0.25,-999.0,4.329381885628035,13.40627121190795,Coalinga-01,Slack Canyon
370,467.03,77.0,5.09,24.23,0.163,-999.0,7.291176227999465,13.1656143781,Coalinga-02,ALP (temp)
371,463.2,77.0,5.09,1.7,1.25,-999.0,0.3627069966617655,1.1914478616128914,Coalinga-02,Anticline Ridge - Palmer Ave
372,478.63,77.0,5.09,1.41,0.625,-999.0,0.3815006235089665,1.1705268167587,Coalinga-02,Anticline Ridge Free-Field
373,478.63,77.0,5.09,1.41,0.625,-999.0,0.416494677194811,1.33415276920863,Coalinga-02,Anticline Ridge Pad
374,352.2,77.0,5.09,10.89,0.375,-999.0,2.955946603424955,5.09516952350364,Coalinga-02,Burnett Construction
375,286.41,77.0,5.09,9.45,0.625,-999.0,0.4366133648471265,4.81422213437525,Coalinga-02,Coalinga-14th & Elm (Old CHP)
376,274.15,77.0,5.09,11.35,0.375,-999.0,0.6909575264303786,8.333194636738636,Coalinga-02,Harris Ranch - Hdqtrs (temp)
377,486.67,77.0,5.09,3.55,0.25,-999.0,1.2572244519063884,4.197734055572635,Coalinga-02,LLN (temp)
378,344.17,77.0,5.09,1.1,0.125,-999.0,-999.0,-999.0,Coalinga-02,MIT (temp)
379,398.49,77.0,5.09,3.46,0.375,-999.0,0.9407416743731176,2.27252023471546,Coalinga-02,Oil City
380,477.09,77.0,5.09,1.1,0.625,-999.0,0.394537273146933,1.1990939538628198,Coalinga-02,Oil Fields - Skunk Hollow
381,474.15,77.0,5.09,0.0,0.875,-999.0,1.0736886891151944,2.645441345227855,Coalinga-02,Oil Fields Fire Station
382,458.09,77.0,5.09,1.98,0.625,-999.0,0.6349349783311035,1.579640405369445,Coalinga-02,Palmer Ave
383,257.38,77.0,5.09,6.51,0.625,-999.0,1.3070030890309856,3.318070228847375,Coalinga-02,Pleasant Valley P.P. - yard
384,481.07,77.0,5.09,4.57,0.125,-999.0,1.1219735887232964,3.410811619005205,Coalinga-02,SGT (temp)
385,270.41,77.0,5.09,6.35,0.163,-999.0,1.294098354007645,3.5069951017306646,Coalinga-02,SUB (temp)
386,480.32,77.0,5.09,0.32,0.375,-999.0,0.642487402072227,2.259592453286885,Coalinga-02,Skunk Hollow
387,617.43,77.0,5.09,14.41,1.125,-999.0,8.642171151791846,22.09086161637895,Coalinga-02,Sulphur Baths (temp)
388,246.51,77.0,5.09,6.64,0.125,-999.0,3.161181997596155,8.291383090928214,Coalinga-02,TRA (temp)
389,456.13,77.0,5.09,1.89,0.063,-999.0,0.349944206302866,1.43284960279929,Coalinga-02,VEW (temp)
390,287.34,77.0,5.09,14.58,0.5,-999.0,-999.0,-999.0,Coalinga-02,YUB (temp)
391,352.2,78.0,5.38,12.89,0.125,-999.0,3.939391592574545,13.6928710250148,Coalinga-03,Burnett Construction
392,286.41,78.0,5.38,12.05,0.15,-999.0,6.9108178325383705,15.0959617123812,Coalinga-03,Coalinga-14th & Elm (Old CHP)
393,617.43,78.0,5.38,12.77,0.275,-999.0,6.460815413541114,11.396088808554548,Coalinga-03,Sulphur Baths (temp)
394,478.63,79.0,5.18,5.56,0.5,-999.0,1.874214813382825,4.134371599878705,Coalinga-04,Anticline Ridge Free-Field
395,478.63,79.0,5.18,5.56,0.288,-999.0,1.88818117404863,4.25995311373414,Coalinga-04,Anticline Ridge Pad
396,352.2,79.0,5.18,11.26,0.413,-999.0,4.30441655297345,8.49542699989491,Coalinga-04,Burnett Construction
397,286.41,79.0,5.18,10.04,0.375,-999.0,2.0946891094231397,6.883965070301455,Coalinga-04,Coalinga-14th & Elm (Old CHP)
398,398.49,79.0,5.18,3.4,0.375,-999.0,1.8445542737122,2.75298493636561,Coalinga-04,Oil City
399,474.15,79.0,5.18,6.7,0.275,-999.0,2.71709184261199,7.2787919483208,Coalinga-04,Oil Fields Fire Station - FF
400,474.15,79.0,5.18,6.7,0.25,-999.0,2.60279645766191,6.9959442839768045,Coalinga-04,Oil Fields Fire Station - Pad
401,458.09,79.0,5.18,9.89,0.875,-999.0,2.5021665028693754,4.524054606587555,Coalinga-04,Palmer Ave
402,480.32,79.0,5.18,7.18,0.413,-999.0,2.6994817749186346,5.081723504957745,Coalinga-04,Skunk Hollow
403,617.43,79.0,5.18,12.53,0.375,-999.0,2.227062359880355,8.901999288898045,Coalinga-04,Sulphur Baths (temp)
404,477.25,79.0,5.18,4.16,0.375,-999.0,2.252247622905675,5.38571265057857,Coalinga-04,Transmitter Hill
405,352.2,80.0,5.77,8.3,0.375,-999.0,4.72417750975628,7.97049609375155,Coalinga-05,Burnett Construction
406,286.41,80.0,5.77,7.02,1.0,-999.0,1.802310259151695,7.343519698971235,Coalinga-05,Coalinga-14th & Elm (Old CHP)
407,398.49,80.0,5.77,1.99,1.0,-999.0,1.702088807044665,4.41762712880686,Coalinga-05,Oil City
408,474.15,80.0,5.77,6.27,0.25,-999.0,3.7308154786132546,8.17653739407169,Coalinga-05,Oil Fields Fire Station - FF
409,474.15,80.0,5.77,6.27,0.275,-999.0,3.6795245376634247,8.282896167496101,Coalinga-05,Oil Fields Fire Station - Pad
410,458.09,80.0,5.77,7.92,0.1,-999.0,1.846149975447245,6.410087810489025,Coalinga-05,Palmer Ave
411,257.38,80.0,5.77,13.16,1.125,-999.0,2.1744481414149,5.149601662890265,Coalinga-05,Pleasant Valley P.P. - FF
412,257.38,80.0,5.77,13.16,0.138,-999.0,2.690575315268355,5.56514026194136,Coalinga-05,Pleasant Valley P.P. - yard
413,480.32,80.0,5.77,7.27,1.0,-999.0,3.28881467619566,5.88199121391497,Coalinga-05,Skunk Hollow
414,617.43,80.0,5.77,9.75,0.288,-999.0,2.6189246624182703,10.4219086336759,Coalinga-05,Sulphur Baths (temp)
415,477.25,80.0,5.77,3.7,0.125,-999.0,1.3681252937846349,3.8464110292482,Coalinga-05,Transmitter Hill
416,286.41,81.0,4.89,7.97,0.5,-999.0,0.554069326412003,6.470492899079925,Coalinga-06,Coalinga-14th & Elm (Old CHP)
417,617.43,81.0,4.89,9.69,0.5,-999.0,5.41667082746085,19.1324188705651,Coalinga-06,Sulphur Baths (temp)
418,286.41,82.0,5.21,7.31,0.25,-999.0,0.4075567753670275,1.7976422902044946,Coalinga-07,Coalinga-14th & Elm (Old CHP)
